,auth_id,name,last_name,citations,cited_by,publications,orcid
0,7005227142,José Antonio,Cobos,5267.0,3940,343.0,
1,55708653400,Javier,LLorca,9830.0,6350,301.0,
2,7007057622,Manuel,Elices,8251.0,4563,285.0,
3,6701646524,Marcela G.,González-Gross,7167.0,5244,280.0,
4,8899577600,Javier,Bajo,2213.0,1376,271.0,0000-0003-0824-4133
5,7006226406,Shalom,Eliezer,3384.0,2339,253.0,
6,7003699673,Juan C.,Minano,3068.0,1799,243.0,0000-0003-2281-0728
7,22955661300,Óscar G.,García,4321.0,3453,230.0,
8,7004720416,Pedro,Larranãga,7997.0,6761,228.0,
9,57206543011,Pablo,Benítez,2758.0,1631,227.0,
10,14010357000,Óscar,Corcho,3793.0,3199,217.0,0000-0002-9260-0753
11,7005431885,Javier D.,Uceda,4132.0,3402,211.0,
12,7005083024,José Manuel,Perlado,2202.0,1609,210.0,
13,8057994300,Paolo P.,Ferracin,2255.0,761,204.0,
14,7005864666,Alexander N.,Pisarchik,2529.0,1450,195.0,0000-0003-2471-2507
15,7402489050,Javier,Jiménez,9705.0,6092,191.0,
16,24722967900,Andres,Santos,3070.0,2706,190.0,0000-0001-7423-9135
17,7005758135,María Teresa,Arredondo,1093.0,941,189.0,
18,6603934482,Asunción,Gómez-Pérez,3880.0,3090,189.0,0000-0002-3037-0331
19,56249124100,Pedro,Alou,2529.0,1968,188.0,
20,24438258500,Jesús Ángel,Oliver,1913.0,1405,187.0,
21,22635317100,J. L.,Ocaña,1964.0,1246,182.0,0000-0001-9263-8404
22,55663615800,Francisco,Del-Pozo,3410.0,2965,179.0,
23,7005853672,José Antonio,Encinar,3913.0,2021,176.0,0000-0002-2406-0847
24,7102122990,Miguel Ángel,Toro,4234.0,2834,171.0,
25,55897143900,Concha,Bielza,2425.0,2055,161.0,
26,6602760583,T.,Riesgo,1251.0,950,158.0,0000-0003-0532-8681
27,35556064900,Miguel A.,Muriel,2543.0,1922,158.0,0000-0002-5148-6624
28,6701472995,Enrique,Iborra,2170.0,1594,157.0,
29,55962197500,Diego,Andina,846.0,605,154.0,0000-0002-0022-7403
30,7403372571,Carlos D.,González,3510.0,2389,149.0,0000-0002-0724-138X
31,57194829160,Eduardo,Rocon,1584.0,1171,149.0,0000-0001-9618-2176
32,7003873556,José María,Martínez-Val,2590.0,1735,145.0,
33,6508053517,Ana María,Tarquís,1714.0,1291,139.0,0000-0003-2336-5371
34,6603913268,Rafael E.,Aracil,1147.0,905,138.0,
35,6701344777,Natalia,Juristo,2300.0,1791,136.0,
36,35433609500,José Manuel,Vega,1577.0,926,134.0,
37,7103233806,M.,Lara,1516.0,944,133.0,0000-0001-6754-916X
38,7005232168,Roberto,Prieto,2071.0,1669,133.0,
39,6602626691,M.,Ferre,902.0,714,130.0,0000-0003-0030-1551
40,16633750600,José Ignacio,Alonso,1226.0,1017,129.0,0000-0002-6384-6922
41,55171738800,Víctor,Maojo,1142.0,799,128.0,
42,7801546083,Maria J.,Ledesma-Carbayo,1804.0,1582,127.0,0000-0001-6846-3923
43,56919217700,Carlos,Romero,3332.0,2049,127.0,
44,6603954262,J. Alfredo,Güemes,1135.0,985,126.0,0000-0002-6700-3455
45,23007441000,Pascual,Campoy,1493.0,1114,126.0,0000-0002-9894-2009
46,7003837077,G. V.,Guinea,3933.0,2594,123.0,0000-0002-4326-3746
47,6602242147,Ernestina,Menasalvas-Ruiz,782.0,685,121.0,0000-0002-5615-6798
48,13806016000,Carme,Pretel,1547.0,683,121.0,
49,7007027395,Miguel Angel,Porras,2174.0,1258,120.0,0000-0001-8058-9377
50,7006350192,Jesús Ma,Rebollar,783.0,613,119.0,
51,56040889900,Manuel,Sierra-Castañer,771.0,663,117.0,0000-0002-8752-6448
52,6701549562,Santiago,Zazo,763.0,665,116.0,
53,7102523422,Marta,Clement,1211.0,769,115.0,
54,7005656802,Juan R.,Sanmartin,1515.0,826,115.0,0000-0001-5539-1844
55,9271886300,Mariano,Ruiz,588.0,411,112.0,0000-0002-1337-0110
56,7004170021,Gonzalo G.,Mateos,3440.0,1927,112.0,
57,55994487100,Antonio,Barrientos,1009.0,877,112.0,0000-0003-1691-3907
58,55729107500,Miguel Ángel R.,Gómez,1398.0,646,109.0,0000-0002-9585-3158
59,34979035800,Jimena,Olivares,1015.0,677,109.0,
60,24331069300,José Ramón,Cäsar,805.0,727,109.0,
61,7003400960,Juan Antonio,de la Puente,450.0,333,108.0,0000-0002-7673-9835
62,7004331189,Roque,Corral,637.0,354,107.0,0000-0001-9993-6535
63,56644405700,José,De Frutos,941.0,801,107.0,0000-0003-1582-9447
64,35571773500,Marisa Luisa,López-Vallejo,623.0,560,107.0,
65,6701563636,Ángel,Sanz-Andrés,1232.0,978,106.0,0000-0001-5890-6065
66,6602885442,Claudio,Bombardelli,725.0,515,106.0,
67,56315139200,M. S.,Pérez,601.0,529,106.0,0000-0003-2949-3307
68,6701854118,Juan,Besada,621.0,501,105.0,
69,35881975900,José Manuel,Menéndez,379.0,360,104.0,0000-0003-0584-2250
70,7003862871,Roberto Garcia,San José,1327.0,919,103.0,
71,56212642000,Jesús,Peláez,1140.0,610,103.0,
72,8254832700,A.,Poch,1362.0,567,102.0,
73,6603692371,Germán,Puebla,1264.0,686,102.0,
74,57196075244,J.,Ordieres-Meré,2556.0,2111,102.0,0000-0002-9677-6764
75,6506282623,Juan Ignacio,Godino-Llorente,1653.0,1096,101.0,0000-0001-7348-3291
76,24330636200,Ana M.,Bernardos,671.0,610,101.0,
77,7004855372,Eduardo,Lorenzo,2011.0,1534,100.0,0000-0001-7449-1824
78,7102940777,Jaime C.,Gálvez,1168.0,792,99.0,0000-0001-9106-2917
79,6602820274,Javier Martín,Buldú,1725.0,1341,95.0,0000-0002-9345-599X
80,56357213400,Carlos A.,Iglesias,806.0,721,94.0,0000-0002-1755-2712
81,6603995438,Victoria,Rodellar,268.0,222,93.0,
82,54984227800,Ramón,Alcarria,403.0,265,93.0,0000-0002-1183-9579
83,36151093900,José,Meseguer,1227.0,693,93.0,
84,24767977600,Juan L.,Pérez,844.0,529,93.0,0000-0003-1888-0483
85,23991967500,Massimiliano,Zanin,2702.0,2167,93.0,0000-0002-5839-0393
86,7201639528,J. Y.,Pastor,1866.0,1248,92.0,0000-0003-3561-5999
87,6507800333,Pedro,Gómez-Vilda,975.0,678,92.0,
88,7006184290,Alonso,Rodríguez-Navarro,5668.0,2722,91.0,
89,55941842400,Emilio,Mínguez,805.0,523,91.0,
90,7007012346,Trinidad J.,De Torres Pèrez-Hidalgo,1678.0,1261,90.0,0000-0001-5260-4525
91,7003361122,José,Péreź-Rigueiro,2349.0,1235,90.0,
92,57194024332,Ricardo,Sanz,441.0,340,90.0,
93,7101951895,Ana,Iglesias,3470.0,2817,89.0,
94,6603668216,Eduardo,De La Torre,611.0,481,89.0,
95,8882795400,Alfonso,Rodríguez-Patón,904.0,722,88.0,0000-0001-7289-2114
96,6602443969,Vicente,González-Posadas,622.0,529,88.0,
97,6602559450,Luis,Garrote,1676.0,1349,87.0,
98,7402573490,José María,Álvarez,1352.0,1000,86.0,
99,55741082500,Mark D.,Wilkinson,3730.0,3268,86.0,0000-0001-6960-357X
100,35607774800,Angélica,De Antonio,314.0,281,86.0,0000-0002-8936-9095
101,56917072400,José E.,Ortíz,1575.0,1200,85.0,0000-0002-5699-2593
102,6603953251,Darío O.,Maravall,357.0,307,84.0,
103,55901795200,Ramón,Alonso-Sanz,685.0,295,84.0,
104,6602658376,David,Luengo,609.0,389,83.0,
105,24449926400,Juan,Garbajosa,644.0,500,83.0,0000-0003-0161-3485
106,57042320100,Pedro Vilda,Gómez,218.0,176,82.0,
107,7005432968,Ricardo,Perera,1339.0,1043,81.0,
108,6602185165,José Ramón,Montejo-Garai,612.0,491,81.0,
109,7202882390,Julián,Cabrera,402.0,358,80.0,
110,7004547724,Vicente,Sánchez-Gálvez,1138.0,925,80.0,
111,8283665500,Francisco,Ayuga,1188.0,676,79.0,0000-0002-1320-4534
112,7006553916,Carlos,Morón,253.0,215,79.0,
113,6602110833,Tomás,Robles,412.0,299,79.0,
114,6506558366,Roque Saltarén,Pazmiño,723.0,621,79.0,0000-0001-8009-5350
115,22939175500,Alejandro B.,Rodríguez-González,429.0,362,79.0,0000-0001-8801-4762
116,13404965900,Raúl,García-Castro,1110.0,1032,79.0,0000-0002-0421-452X
117,55362307100,José Manuel,Riera,342.0,262,78.0,
118,36748282700,Pedro José,Benito,629.0,579,78.0,0000-0002-1631-8182
119,7005189099,José,Losada,3045.0,1711,77.0,
120,6603397942,Juan Antonio,Porro,1184.0,686,77.0,
121,57193818668,Ángela Julian Martin,Fernández,680.0,567,77.0,
122,57192368244,Manuel,Cortijo,2135.0,1865,76.0,
123,7004418139,Manuel,Carro,476.0,384,75.0,0000-0001-5199-3135
124,6506220303,F.,Alonso,605.0,553,75.0,
125,7004989922,M. Elena,Hernando,943.0,677,74.0,0000-0001-6182-313X
126,55944145900,Luis,Magdalena,1938.0,1528,74.0,0000-0001-7639-8906
127,55566759900,Juan Miguel,Gil,401.0,207,74.0,
128,24447686700,Christina,Breidenassel,1337.0,1120,74.0,
129,7402478477,A.,Alonso,436.0,318,73.0,0000-0002-1622-8996
130,7101679764,José María,Carrillo,1228.0,791,73.0,
131,6507973069,Mohammed,Naffakh,2104.0,1260,73.0,0000-0002-4718-4180
132,23983113900,Julio,Lumbreras,1164.0,927,73.0,
133,7102437939,Jose M.,Moya,324.0,268,72.0,0000-0003-4433-2296
134,55883782400,José,Merodio,1114.0,537,72.0,0000-0001-5602-4659
135,57202346777,Carlos A.,Platero,570.0,521,71.0,
136,24605375700,Rubén O.,Barakat,1187.0,585,71.0,
137,16481786300,ANGEL,VELAZQUEZ LOPEZ,650.0,450,71.0,
138,6603034364,D. A.,Cendon,843.0,645,70.0,0000-0001-7256-0814
139,56456739800,Eduardo,Gallego,723.0,598,69.0,0000-0001-8338-4959
140,7101994812,Alfonso,Soler,964.0,497,68.0,
141,7007026485,Alfonso,Mateos,528.0,341,68.0,0000-0003-4764-6047
142,56182360700,Margarita,Ruiz-Altisent,1581.0,1157,68.0,
143,55936478800,Antonio,Molina,8160.0,6103,68.0,
144,25923033700,Álvaro,Ramírez-Gómez,637.0,451,68.0,0000-0002-4126-1309
145,7006751614,César,Sanz,282.0,212,67.0,0000-0002-2411-9132
146,6602619971,Leandro,De-Haro-Ariet,124.0,101,67.0,
147,55888684400,Javier,De Lope,400.0,327,67.0,
148,55883916200,Manuel,Sierra-Pérez,304.0,270,67.0,
149,36447485600,E.,Juárez,283.0,185,67.0,0000-0002-6096-1511
150,7005033675,Eduardo,Barrera,303.0,191,66.0,
151,36441555800,Ana María,Moreno,1091.0,981,66.0,0000-0001-8397-6794
152,8837740500,José Ignacio,Serrano,344.0,301,65.0,0000-0002-9333-1305
153,7401894546,André G.,Simón,1291.0,973,65.0,
154,7003501614,Juan Carlos,Dueñas,507.0,462,65.0,
155,6603669635,Carmen,Sánchez- Ávila,1081.0,969,65.0,
156,6602843585,Vicente,Negro Valdecantos,368.0,282,65.0,
157,57202224253,Federico,Cebollada,491.0,433,65.0,
158,55588361100,Gabriel,Pinto,587.0,435,65.0,0000-0002-8961-7255
159,36561411500,Consuelo,Gonzalo-Martín,363.0,285,65.0,
160,25230720800,Eusebio,Valero,458.0,361,65.0,
161,23567554100,Luis,Cueto-Felgueroso,1072.0,749,65.0,0000-0001-5303-0236
162,17433590100,Amadeo,Benavent-Climent,759.0,483,65.0,0000-0002-9406-6726
163,7102774475,Ana M.,Méndez,1659.0,1208,64.0,
164,7006360658,Fernando,Ponz,1557.0,1214,64.0,
165,6602358670,Pedro M.,Velarde,358.0,234,64.0,
166,6601955347,José A.,Somolinos-Sánchez,372.0,263,64.0,0000-0002-7237-9182
167,6506099479,Óscar,Dieste,726.0,606,64.0,
168,56236939000,Juan,Zapata,485.0,361,64.0,
169,55938959100,Pedro J.,Zufiria,623.0,507,64.0,
170,35968228600,Antonio,Rivera,734.0,528,64.0,
171,35579712000,Marta,Patinõ-Martínez,924.0,695,64.0,
172,35410304300,Claudio,Rossi,612.0,547,64.0,0000-0002-8740-2453
173,25627201100,César,Benavente-Peces,106.0,86,64.0,0000-0002-2734-890X
174,12345343100,Javier,Ferreiros,314.0,236,64.0,0000-0001-8834-3080
175,6701894261,Margarita González,Prolongo,878.0,712,63.0,
176,6602195296,Fernando,Matía,576.0,480,63.0,0000-0002-2198-1448
177,57204547213,Agustín,Jiménez,534.0,472,63.0,
178,57001065500,M. D.,del Castillo,344.0,299,63.0,
179,56954022100,Alfonso,García,279.0,246,63.0,
180,56109976200,Miguel,Quemada,1607.0,1254,63.0,0000-0001-5793-2835
181,6602499111,Irene,Sendiña-Nadal,2233.0,1875,62.0,
182,55935474500,César,Queral,292.0,156,62.0,0000-0001-9384-2474
183,55894560200,P. G.,Rebollar,676.0,440,62.0,0000-0003-4418-0157
184,55398853600,Inmaculada A.,Leyva,950.0,719,62.0,0000-0001-9634-5385
185,23006078700,Fernando,Pescador,260.0,178,62.0,
186,6603884501,Laureano,Canoira,1414.0,1267,61.0,0000-0003-1048-972X
187,6602321072,Pablo,González-Melendi,1780.0,1371,61.0,0000-0003-4355-4495
188,56210163900,Argimiro,Daza,655.0,436,61.0,
189,55274566200,Manuel Cadavid,Rodríguez,199.0,176,61.0,
190,23096861400,Rafael,Borge,1078.0,835,61.0,
191,7004700503,José Miguel,Atienza,721.0,481,60.0,
192,6603352444,L.,Diaz-Balteiro,1086.0,794,60.0,0000-0002-4435-2740
193,6603079770,Carlos,Mejía-Monasterio,1266.0,880,60.0,0000-0002-6469-9020
194,24438392100,Daniel P.,Rojas,725.0,531,60.0,0000-0002-5620-8586
195,14036463600,Antonio,Souto-Iglesias,947.0,666,60.0,
196,8353219900,Antonio,Morata,1455.0,791,59.0,0000-0003-1275-6721
197,7402249975,Elena,Garcia,1049.0,859,59.0,0000-0001-7349-250X
198,7004189898,Ricardo,Córdoba,342.0,274,59.0,0000-0002-7136-9636
199,7801607909,Raquel,González-Arrabal,550.0,402,58.0,
200,6603457572,Luis,Baumela,586.0,529,58.0,
201,56002347300,Alejandro,Zarzo,660.0,428,58.0,
202,11439791100,Jesús,Ruiz-Hervías,411.0,276,58.0,
203,7401467331,Estíbaliz O.,Martínez,789.0,558,57.0,
204,7203050469,Jesús María,Ortíz,1041.0,778,57.0,
205,7202332713,Jaime,Esteban,437.0,374,57.0,0000-0003-1009-1623
206,7102210831,Antonio,Crespo,2145.0,1803,57.0,
207,6603937660,Ana,Benarroch,237.0,178,57.0,
208,57028472800,Borja,Bordel Sánchez,141.0,87,57.0,0000-0001-7815-5924
209,55882140500,Gabriel,Gascó,1744.0,1275,57.0,
210,37043795900,Jennifer,Perez,406.0,328,57.0,0000-0003-3192-7995
211,35339446700,Ovidio,Peña-Rodríguez,916.0,771,57.0,0000-0002-7329-0550
212,16069304600,Eduardo,Oliva,296.0,162,57.0,0000-0003-2284-0927
213,16023704200,Mariano,Barba,1010.0,689,57.0,
214,7005888995,Antonio,Barrero,3497.0,2457,56.0,
215,7005785057,Gustavo R.,Plaza,1113.0,533,56.0,0000-0002-5555-5498
216,35459043500,Antonio,Hernando,2198.0,1728,56.0,0000-0001-6985-2058
217,23005759600,J.,Portilla,492.0,395,56.0,0000-0003-4896-6229
218,16174738100,Giuseppe,Fico,286.0,242,56.0,0000-0003-1551-4613
219,15732460300,Alberto,Abánades,1074.0,871,56.0,0000-0003-0179-5987
220,7402544026,Rodrigo Diaz,Pérez,498.0,498,55.0,
221,7102183314,José V.,Ríos,570.0,460,55.0,0000-0003-2115-9945
222,6602605339,Vicente,Sáez-Rábanos,1620.0,914,55.0,
223,57204151298,Pablo,García-Linares,1395.0,799,55.0,0000-0003-2369-3017
224,55611575800,Jaime,Del Cerro,444.0,399,55.0,0000-0003-4893-2571
225,6603805258,Luis M.,Laita,382.0,184,54.0,
226,56137418600,Juan Antonio,Martín,827.0,560,54.0,
227,9280046800,Loïc A.,Martínez,232.0,188,53.0,
228,6601909041,Rafael,Asensi,704.0,534,53.0,
229,55926142500,Martin,Molina,380.0,301,53.0,0000-0001-7145-1974
230,35312602600,Jara,Valtueña,1190.0,1080,53.0,
231,27067725500,Ángel,Hernández-García,505.0,400,53.0,0000-0002-6549-9549
232,8669253500,Octavio,Nieto-Taladríz,513.0,457,52.0,
233,7006283684,Jesús,Félez,289.0,252,52.0,0000-0003-4501-1339
234,7003884728,Alicia,Larena,451.0,397,52.0,
235,6602825871,Víctor,Robles,1043.0,1007,52.0,
236,57128974000,Jesús María,Pérez,425.0,410,52.0,
237,35599984600,José María,Sebastián,439.0,382,52.0,
238,35278523000,Luis Manuel,Rubio,1428.0,863,52.0,0000-0003-1596-2475
239,16318916500,J. M.,Munoz-Guijosa,268.0,211,52.0,0000-0003-3738-7643
240,7801462987,Isabel,Pérez-Grande,566.0,452,51.0,0000-0002-7145-2835
241,7201427543,Agustín,Rubio,1124.0,926,51.0,0000-0002-1021-5203
242,7005878407,Rosa P.,Lázaro,2284.0,1291,51.0,
243,57189337538,Javier M.,Sánchez,423.0,414,51.0,
244,36242112300,José-Santos,López-Gutiérrez,333.0,248,51.0,0000-0002-3854-755X
245,24922369500,Miroslav,Vasić,441.0,302,51.0,
246,18434083400,Dǎnuţ,Iordǎchescu,258.0,209,51.0,
247,13807613500,Gregorio,Romero,140.0,123,51.0,0000-0002-7737-2051
248,8565116700,Matthias Carmen,González,796.0,655,50.0,
249,6603797230,Cristóbal,Colón,457.0,308,50.0,0000-0003-4663-7122
250,6602903936,Aurelia,Alonso-Medina,424.0,222,50.0,0000-0002-7460-6561
251,6506354531,Joaquín,Salvachúa,207.0,175,50.0,
252,6506150481,Basil Mohammed,Al-Hadithi,243.0,182,50.0,0000-0002-8786-5511
253,56275088100,Ignacio,Romero,798.0,501,50.0,0000-0003-0364-6969
254,36934673200,José Manuel,Fernández-González,223.0,202,50.0,0000-0002-9296-4098
255,35748490600,Federico J.,Álvarez,206.0,193,50.0,
256,35617676200,Francisco Javier,Casajús-Quirós,118.0,111,50.0,
257,25627673000,Amelia,Guadalupe-Grau,973.0,783,50.0,0000-0003-2573-4572
258,24537242500,Mihaela,Iordachescu,156.0,112,50.0,
259,9234398800,Micha G.F.,Werner,1211.0,1041,49.0,0000-0003-4198-5638
260,8722881000,J. M.,García de María,692.0,516,49.0,0000-0002-6147-4045
261,7102040200,Alcibíades,Serrano,508.0,346,49.0,
262,7101735274,Juan,Zamorano,235.0,169,49.0,0000-0001-5412-5691
263,6603023727,Luis,Gavete,668.0,304,49.0,
264,6507180595,Santiago,Pindado,547.0,367,49.0,0000-0003-2073-8275
265,56605680000,Miguel Ángel,Martín,674.0,418,49.0,0000-0002-9724-5869
266,55966970600,José A.,Gaite,263.0,188,49.0,
267,35279123900,César,Asensio,225.0,184,49.0,0000-0003-3265-3244
268,6701854117,José Luís,Besada,92.0,82,48.0,
269,6701422751,Eugene V.,Metakovsky,982.0,586,48.0,
270,57196843463,Francisco,Arriaga,233.0,159,48.0,
271,56279028400,Francisco José,López-Hernández,421.0,264,48.0,
272,56212792600,Andrés,Valiente,404.0,330,48.0,
273,56022183500,Teona,Mirea,171.0,90,48.0,0000-0003-2324-4895
274,7006526079,Salvador,León,1240.0,995,47.0,0000-0002-2757-9417
275,6603545600,Rosa María,Masegosa,775.0,638,47.0,
276,19337337900,Ignacio,Pavón-García,186.0,162,47.0,0000-0003-0970-0452
277,14422134900,David Gomez,Fernández,341.0,309,47.0,
278,7401653191,Joaquín M.,Gutiérrez,281.0,167,46.0,
279,7101647058,Victoria,Fernández,1157.0,727,46.0,0000-0001-7639-6556
280,7004688554,J. Ignacio,Tello,643.0,397,46.0,0000-0003-2671-7803
281,7003594746,María Jesús,Azanza,440.0,286,46.0,
282,6602125897,Javier,Tejedor,337.0,259,46.0,
283,57190850541,Luis,Lassaletta,1572.0,1161,46.0,
284,36181490800,Diego A.,Moreno,450.0,384,46.0,0000-0003-2271-7013
285,35077188000,Anna,Mavrogianni,1394.0,1079,46.0,0000-0002-5104-1238
286,24176125400,Tomás,San Feliu Gilabert,152.0,139,46.0,0000-0002-6104-7430
287,23981111600,Ana Belén,Peinado,204.0,186,46.0,
288,15053015800,Alejandro,Enfedaque,483.0,318,46.0,0000-0002-5659-7358
289,8933344800,Javier,Grandal,950.0,699,45.0,
290,7005370133,Miguel Ángel,Astiz,444.0,392,45.0,
291,7004535458,Jose M.,Perales,492.0,263,45.0,0000-0001-9873-8115
292,6603271033,Joaquín,Martínez Urreaga,555.0,471,45.0,0000-0002-5206-8897
293,6602762294,José Antonio,Manzanera,769.0,561,45.0,
294,6602386444,Mateo,Burgos-García,361.0,311,45.0,
295,6601918342,Catalina,Salom,442.0,351,45.0,
296,6507216549,Miguel,García-Remesal,432.0,300,45.0,
297,56472928300,Juan,Gallego-Medina,415.0,353,45.0,0000-0002-8981-7345
298,56311635900,Encarnación,Rodríguez,917.0,760,45.0,0000-0002-2077-8915
299,16401639400,G.,de Arcas,250.0,226,45.0,0000-0003-1699-7389
300,7007148363,Juan Carlos,Del Pozo,3297.0,2435,44.0,0000-0002-4113-457X
301,7005836407,Juan,Castellanos,269.0,187,44.0,
302,6603927705,Ignacio,Izpura,710.0,619,44.0,
303,6603833824,Víctor A.,Villagrá,418.0,323,44.0,0000-0002-7067-6968
304,6602922027,Luis,Borruel,297.0,174,44.0,
305,57190090739,Javier R.,Sanz,224.0,170,44.0,
306,56480806600,Angel,Fidalgo-Blanco,370.0,224,44.0,0000-0003-4034-7757
307,55920555900,Marta,Rodríguez-Quijano,433.0,346,44.0,
308,55672814100,Rafael Ruíz,Martínez,115.0,101,44.0,
309,55663110700,Miguel Calvo,Ramón,141.0,114,44.0,
310,27067528500,Antonio,Consoli,188.0,157,44.0,0000-0002-0653-878X
311,24475909100,Fernando,Sordo,114.0,92,44.0,
312,22937296100,Pedro,García-Del-Pino,203.0,140,44.0,
313,6603911460,Octavio,Miramontes,1246.0,973,43.0,
314,6602742379,Ángel,Merchán-Pérez,1513.0,1292,43.0,
315,6506814511,Antonio,Vizán,406.0,387,43.0,
316,56211842400,Carlos,Martel,511.0,346,43.0,0000-0001-7534-886X
317,55506315400,M. Dolores,Esteban,364.0,261,43.0,0000-0002-5466-0157
318,37461804300,Juan Pedro,Martín,2004.0,1836,43.0,0000-0002-8180-5489
319,23012100700,Sebastián,Franchini,197.0,164,43.0,0000-0002-1476-9174
320,16033063100,Mercedes J.,Del Río-Merino,295.0,220,43.0,
321,13905154700,Diego,Martín,268.0,206,43.0,0000-0001-8810-0695
322,56242993200,Ramón,Galán,316.0,286,42.0,
323,55974423000,Antonio,Jiménez-Martín,192.0,158,42.0,
324,37023141700,Maria,Gonzalez-Miquel,655.0,431,42.0,0000-0003-3978-8299
325,22957294700,Carlos R.,del-Blanco,217.0,200,42.0,
326,16234410700,Miguel Ángel,López-Carmona,290.0,197,42.0,0000-0001-9228-1863
327,15922138800,Sonia,Condés-Ruiz,830.0,688,42.0,0000-0002-4438-8305
328,7006435623,Fráncisco,Morán,210.0,174,41.0,
329,6701728555,Sergio,Arévalo,362.0,251,41.0,0000-0002-0807-0631
330,6701399335,José M.,Ruiz-Prieto,464.0,392,41.0,
331,6602719205,Leonardo,Fernández-Jambrina,584.0,344,41.0,
332,6602511178,Sira,Vegas,757.0,558,41.0,
333,6602224150,Agueda,Arquero,376.0,311,41.0,
334,6507865023,Maria Dolores,Curt,631.0,451,41.0,0000-0003-3174-3758
335,57194644282,Juan Carlos González,De Sande,538.0,454,41.0,0000-0002-5641-5032
336,57192408950,Jesús A.,Fernández,1068.0,808,41.0,
337,26634305600,Emilio,Serrano,290.0,212,41.0,
338,24467296500,Santiago,Benito,810.0,366,41.0,0000-0002-1674-8246
339,16024175700,Eduardo,Carrasco,966.0,654,41.0,0000-0002-4473-4095
340,15064025100,Miguel Ángel,De Miguel,320.0,264,41.0,0000-0002-2508-6125
341,14322888500,A. J.,Dos santos-García,353.0,280,41.0,
342,12753040900,Margarita,Ruiz-Ramos,869.0,696,41.0,
343,7201552717,J. Javier,Díez,247.0,208,40.0,
344,7007026878,Eduardo,De Miguel,2283.0,1647,40.0,0000-0003-1318-9474
345,7005743309,Alberto,Fraile de Lerma,106.0,98,40.0,0000-0001-9861-0728
346,6602922620,Ángel,García-Beltrán,250.0,199,40.0,
347,6602540914,Amparo,Moragues,402.0,359,40.0,0000-0001-7819-3066
348,6602531606,José A.,Sanchidrián,338.0,272,40.0,0000-0003-1848-8465
349,6507334800,Ignacio,De Los Ríos,266.0,180,,0000-0003-2015-8983
350,57201833606,E.,Reyes,330.0,265,40.0,0000-0002-1284-7335
351,56273299800,Francisco J.,Higuera,165.0,125,40.0,
352,23984100400,Carlos,Cuevas,236.0,186,40.0,
353,8898306100,Jesús,Fraile-Ardanuy,281.0,262,39.0,
354,7102375260,Asunción,Santamaría,511.0,398,39.0,0000-0002-4908-882X
355,6701719099,María Carmen,Cartagena,552.0,466,39.0,
356,6603442106,Gonzalo,De Miguel,164.0,135,39.0,
357,6602472991,Susana,Cubillo,300.0,240,39.0,
358,55906984500,Lars Åke,Fredlund,212.0,158,39.0,
359,37461735700,Guillermo,Íñiguez-González,219.0,141,39.0,0000-0003-2917-842X
360,37087623600,Jaime,Ramírez,207.0,179,39.0,
361,23469539400,Gonzalo,Jimenez,205.0,149,39.0,
362,23398244100,Victoria,Rodellar-Biarge,172.0,122,39.0,
363,22333704900,Fernando,Arroyo,132.0,83,39.0,0000-0002-2364-7312
364,21833848000,Nuria,García-Herranz,228.0,183,39.0,0000-0002-0760-2974
365,19933660000,Esteban,Ferrer,319.0,229,39.0,0000-0003-1519-0444
366,7202710595,José Javier,Serrano-Olmedo,300.0,275,38.0,0000-0002-8544-8933
367,7202214616,Agustín,Álvarez,114.0,93,38.0,
368,7101974692,Matías Jiménez,Garrido,448.0,395,38.0,
369,7004932899,Lourdes,Ribas,1761.0,1491,38.0,
370,7004835666,M. Inés,Mínguez,846.0,727,38.0,0000-0002-1966-0653
371,7004351091,Guillermo,San Miguel,835.0,775,38.0,
372,6701924416,Avelino,Samartín,157.0,152,38.0,
373,6701531343,Luis E.G.,Cambronero,451.0,403,38.0,
374,6506785312,Ana,Pérez-Calpena,278.0,161,38.0,
375,57191291816,Gustavo,Alonso,656.0,442,38.0,
376,55813872000,Carmen Maria,González,385.0,335,38.0,
377,55617310700,Jose Luis,Sanchez-Lopez,422.0,311,38.0,0000-0001-5018-0925
378,36627094600,Belen,Diezma-Iglesias,523.0,455,38.0,0000-0001-6882-2842
379,34882184900,Pablo,San Segundo,313.0,180,38.0,
380,25031513000,Juan Ignacio,Pérez-Díaz,428.0,321,38.0,
381,24587947000,Flora,Sánchez,743.0,615,38.0,
382,16745344000,Miguel,Marchamalo,327.0,307,38.0,0000-0001-9237-4146
383,15831551000,Israel,Herraiz,667.0,541,38.0,0000-0002-0582-7539
384,15123981400,Leo M.,González,365.0,298,38.0,
385,8590515000,Javier,Tardío,1553.0,900,37.0,
386,7401486209,Cecilia E.,García Cena,189.0,177,37.0,
387,7202722504,Félix J.,Moreno,389.0,366,37.0,
388,7006317225,José María,Aragonés,307.0,214,37.0,
389,6603703263,Jesus G.,Rubiano,422.0,229,37.0,0000-0002-7763-0778
390,6602931017,Paloma R.,Horche,170.0,135,37.0,0000-0002-3559-8159
391,6504596346,Alejandro,Pérez Caldentey,179.0,146,37.0,0000-0001-7811-7821
392,56812450500,Emilio,Gomez,223.0,166,37.0,0000-0003-2699-5125
393,56002892200,María,Gómez-del-Campo,539.0,329,37.0,
394,35797042500,Jorge,Cancela,329.0,231,37.0,
395,24449528700,Enrique,Navarro,450.0,332,37.0,
